cell_type,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Treg,TNFRSF4,25.599838,8.56515,1.5319054879305448e-144,6.999582555452246e-140,0.6774193548387096,0.0939119170984456
Treg,TNFRSF18,23.998123,7.7416525,2.9091117641950956e-127,6.646156736480116e-123,0.6887096774193548,0.16049222797927462
Treg,SPOCK2,21.90147,5.436704,2.5152989214287016e-106,3.830967943930675e-102,0.8661290322580645,0.5012953367875648
Treg,CD4,21.541939,6.0627484,6.301258318592153e-103,7.197927377327817e-99,0.7338709677419355,0.2663860103626943
Treg,IL2RA,19.893282,7.1653857,4.6527234224031733e-88,4.251844772328916e-84,0.5258064516129032,0.07215025906735752
Treg,FOXP3,19.625538,6.0418606,9.358066763216374e-86,6.108411236355464e-82,0.5112903225806451,0.05187823834196891
Treg,MAF,18.997154,4.045758,1.800470743607241e-80,9.140789912989116e-77,0.6661290322580645,0.24533678756476685
Treg,IL32,18.96228,4.610559,3.49656876548613e-80,1.5976522003259226e-76,0.9193548387096774,0.6864637305699481
Treg,ARID5B,18.759508,4.114022,1.618891265428339e-78,6.724579972722878e-75,0.8387096774193549,0.5175518134715026
Treg,ICOS,17.959137,5.347331,4.0708480104934693e-72,1.4308091330420585e-68,0.6370967741935484,0.2579663212435233
Treg,BATF,17.858057,5.1725154,2.501992853636272e-71,8.165789819167753e-68,0.6483870967741936,0.2842616580310881
Treg,CTLA4,17.382603,4.802804,1.1176345304309202e-67,3.4044637976299734e-64,0.6919354838709677,0.3094559585492228
Treg,PIM2,17.359877,3.9539957,1.66081532925117e-67,4.7428733765090286e-64,0.8741935483870967,0.6704015544041451
